airline_name,country,region,avg_entry_year,modern_count_2015,modern_count_2010,diversity_score,fleet_size,pct_modern_2015,pct_modern_2010,modernity_index,new_gen_share,cluster,pca_1,pca_2
Argentina - Air Force,Turquie,Europe,1954.6666666666667,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
Arik Air,Nigeria,Africa,1993.4,0,0,3,5,0.0,0.0,0.0,0.0,0,-0.6402348150891418,-0.12317149673324394
Asia Pacific Airlines,Porto Rico,North America,1982.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Asiana Airlines,Corée du Sud,Asia,2002.15,13,28,6,60,21.666666666666668,46.66666666666666,0.2166666666666666,0.2166666666666666,2,1.4333108301542932,0.42310584898374576
Aspen Helicopters,Porto Rico,North America,1985.8,0,0,3,5,0.0,0.0,0.0,0.0,0,-0.6402348150891418,-0.12317149673324394
Astonfly,France,Europe,1974.3529411764705,0,0,2,17,0.0,0.0,0.0,0.0,0,-0.6849307305317544,-0.3196691468686677
Astonjet,France,Europe,2007.25,0,2,2,8,0.0,25.0,0.0,0.0,0,-0.7097923142559374,-0.3756816705514164
Atlantic Flight Training Academy,Irlande,Europe,1967.368421052632,0,0,2,19,0.0,0.0,0.0,0.0,0,-0.6794059341486026,-0.30722191938361254
Atlas Air,Porto Rico,North America,1991.5942028985507,0,12,5,69,0.0,17.391304347826086,0.0,0.0,2,-0.3077519433452388,0.817501812880034
Atlas Air Service,Allemagne,Europe,1999.0,0,0,4,5,0.0,0.0,0.0,0.0,0,-0.5623901213476186,0.14800951831251133
Atmospherica Aviation,République tchèque,Europe,2009.1666666666667,0,2,3,6,0.0,33.33333333333333,0.0,0.0,0,-0.637472416897566,-0.11694788299071633
Atsa Airlines,Pérou,South America,1984.4,0,0,4,5,0.0,0.0,0.0,0.0,0,-0.5623901213476186,0.14800951831251133
Auric Air,Tanzanie,Africa,1982.375,0,0,2,24,0.0,0.0,0.0,0.0,0,-0.6655939431907232,-0.2761038506709744
Aurora,Russie,Europe,1986.8181818181813,0,0,2,11,0.0,0.0,0.0,0.0,0,-0.7015051196812097,-0.3570108293238335
Australia - Royal Australian Air Force,Tonga,Oceania,1993.6136363636365,1,1,7,132,0.7575757575757576,0.7575757575757576,0.0075757575757575,0.0075757575757575,2,0.08099229466450708,1.730638066259201
Austrian Airlines,Autriche,Europe,1997.5,0,5,4,20,0.0,25.0,0.0,0.0,0,-0.5209541484739804,0.2413637244504256
Avalair Aircraft Management,Porto Rico,North America,1996.2857142857144,0,0,3,7,0.0,0.0,0.0,0.0,0,-0.6347100187059901,-0.11072426924818872
Avcon Jet,Malte,Europe,1996.8,0,0,4,5,0.0,0.0,0.0,0.0,0,-0.5623901213476186,0.14800951831251133
Avelo Airlines,Porto Rico,North America,1984.368421052632,0,0,2,19,0.0,0.0,0.0,0.0,0,-0.6794059341486026,-0.30722191938361254
Aviacon Zitotrans,Russie,Europe,1971.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Avianca,Colombie,South America,2010.946428571429,0,47,2,56,0.0,83.92857142857143,0.0,0.0,0,-0.5771972010602949,-0.07694821091009062
Avianca Cargo,Porto Rico,North America,1987.0,0,0,1,6,0.0,0.0,0.0,0.0,0,-0.7931618043806123,-0.6593099130822269
Aviastar-TU,Russie,Europe,1982.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Aviation Adventures,Porto Rico,North America,1960.6410256410256,0,0,7,39,0.0,0.0,0.0,0.0,2,-0.2349345016094689,1.1731554306957162
Aviation Advisor,Porto Rico,North America,1996.8333333333333,0,0,3,6,0.0,0.0,0.0,0.0,0,-0.637472416897566,-0.11694788299071633
Aviation DÃ©fense Service,France,Europe,1997.0,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Aviator College,Porto Rico,North America,1971.888888888889,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
Aviator Zone Academy,Porto Rico,North America,1970.0,0,0,4,14,0.0,0.0,0.0,0.0,0,-0.5375285376234357,0.2040220419952599
Avincis,Espagne,Europe,1994.655555555556,0,13,9,90,0.0,14.444444444444445,0.0,0.0,2,0.06163719364394754,2.032921761656135
Avionord,Italie,Europe,1999.6666666666667,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
Azerbaijan Airlines,Azerbaïdjan,Asia,1999.684210526316,0,3,5,19,0.0,15.789473684210526,0.0,0.0,0,-0.44587185292403303,0.5063211257536532
Azimuth,Russie,Europe,2008.0,0,0,1,20,0.0,0.0,0.0,0.0,0,-0.7544882296985499,-0.5721793206868402
Azman Air,Nigeria,Africa,1988.0,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Azores Airlines,Portugal,Europe,2015.428571428572,5,7,2,7,71.42857142857143,100.0,0.7142857142857143,0.7142857142857143,1,4.852543079252022,-2.391458433500412
Aztec Airways,Porto Rico,North America,1965.8,0,0,2,10,0.0,0.0,0.0,0.0,0,-0.7042675178727856,-0.36323444306636105
Azul,Brésil,South America,2004.1237113402065,13,64,7,97,13.402061855670103,65.97938144329896,0.134020618556701,0.134020618556701,2,0.9694575812228756,1.1570748492514138
Azur Air,Russie,Europe,1985.2,0,0,4,20,0.0,0.0,0.0,0.0,0,-0.5209541484739804,0.2413637244504256
BAA Training,Lituanie,Europe,1955.0,0,0,1,6,0.0,0.0,0.0,0.0,0,-0.7931618043806123,-0.6593099130822269
Babcock,Mozambique,Africa,1993.8823529411768,0,0,4,51,0.0,0.0,0.0,0.0,0,-0.4353198045351279,0.4342957504687817
Badr Airlines,Gambie,Africa,1990.375,0,0,3,8,0.0,0.0,0.0,0.0,0,-0.6319476205144141,-0.10450065550566111
Baker Aviation,Porto Rico,North America,1993.0,0,0,1,18,0.0,0.0,0.0,0.0,0,-0.7600130260817017,-0.5846265481718954
Bamboo Airways,Vietnam,Asia,1997.2,0,1,2,5,0.0,20.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Bangkok Airways,Thaïlande,Asia,1995.0,0,0,1,11,0.0,0.0,0.0,0.0,0,-0.7793498134227329,-0.6281918443695887
Bartolini Air,Pologne,Europe,2009.0,0,0,1,13,0.0,0.0,0.0,0.0,0,-0.7738250170395811,-0.6157446168845335
Batik Air,Timor oriental,Asia,2002.549019607843,14,15,3,51,27.450980392156865,29.411764705882355,0.2745098039215686,0.2745098039215686,0,1.6255789667686602,-0.6091841219190671
Beijing Airlines,Taïwan,Asia,1990.6,0,0,3,5,0.0,0.0,0.0,0.0,0,-0.6402348150891418,-0.12317149673324394
Bel Air Aviation,Îles Féroé,Europe,2006.0,0,3,2,6,0.0,50.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
Belavia,Biélorussie,Europe,1995.9,1,1,5,10,10.0,10.0,0.1,0.1,2,0.3083802541897189,0.16897116118199906
Belgium - Air Force,Îles Salomon,Oceania,1999.3333333333333,0,0,4,12,0.0,0.0,0.0,0.0,0,-0.5430533340065874,0.19157481451020467
Bell Helicopter,Canada,North America,2002.923076923077,0,31,4,91,0.0,34.065934065934066,0.0,0.0,0,-0.3248238768720926,0.6832403001698863
BellAir,Porto Rico,North America,1989.3333333333333,0,0,4,9,0.0,0.0,0.0,0.0,0,-0.5513405285813151,0.1729039732826218
Bemidji Aviation,Porto Rico,North America,1967.9024390243903,0,0,6,41,0.0,0.0,0.0,0.0,2,-0.30725439896784035,0.9144216431350161
Bering Air,Porto Rico,North America,1979.4814814814813,0,0,5,27,0.0,0.0,0.0,0.0,0,-0.42377266739142594,0.5561100356938742
Berry Aviation,Porto Rico,North America,1977.2666666666669,0,0,4,15,0.0,0.0,0.0,0.0,0,-0.5347661394318598,0.2102456557377875
Bestfly Aruba,Angola,Africa,1994.0,0,0,8,11,0.0,0.0,0.0,0.0,2,-0.23443695723207045,1.270075260950698
Bighorn Airways,Porto Rico,North America,1971.3333333333333,0,0,3,6,0.0,0.0,0.0,0.0,0,-0.637472416897566,-0.11694788299071633
Biman Bangladesh Airlines,Bangladesh,Asia,1999.4,0,0,2,10,0.0,0.0,0.0,0.0,0,-0.7042675178727856,-0.36323444306636105
Blue Dart Aviation,Inde,Asia,1982.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Boeing,Porto Rico,North America,2012.733333333333,132,135,7,150,88.0,90.0,0.88,0.88,1,6.927892177029281,-0.611792923706087
Boliviana de Aviacion,Bolivie,South America,1986.692307692308,0,0,6,26,0.0,0.0,0.0,0.0,2,-0.3486903718414786,0.8210674369971017
Boutique Air,Porto Rico,North America,1991.0,0,0,1,14,0.0,0.0,0.0,0.0,0,-0.7710626188480052,-0.6095210031420059
Brazil - Air Force,France,Europe,1983.7212389380527,8,12,20,226,3.5398230088495577,5.3097345132743365,0.0353982300884955,0.0353982300884955,2,1.5694074357888046,5.762735921492259
Brazil - Navy,Porto Rico,North America,1993.1666666666667,0,0,3,6,0.0,0.0,0.0,0.0,0,-0.637472416897566,-0.11694788299071633
Breeze Airways,Porto Rico,North America,2012.9245283018868,43,43,2,53,81.13207547169812,81.13207547169812,0.8113207547169812,0.8113207547169812,1,5.735626680974638,-2.3781681008589826
Bristow Helicopters,Nigeria,Africa,1996.7657657657653,0,3,6,111,0.0,2.702702702702702,0.0,0.0,2,-0.11388652555752844,1.3500746051119494
Bristow Nigeria,Nigeria,Africa,1994.1666666666667,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
British Airways,Territoire britannique de l'océan Indien,Asia,2004.4489795918369,48,79,9,196,24.489795918367346,40.30612244897959,0.2448979591836734,0.2448979591836734,2,2.2624849305336885,2.0036351672075594
Brussels Airlines,Belgique,Europe,1999.75,0,5,2,20,0.0,25.0,0.0,0.0,0,-0.6766435359570268,-0.3009983056410849
Buffalo Airways,Canada,North America,1955.6052631578948,0,0,9,38,0.0,0.0,0.0,0.0,2,-0.08200751231799837,1.709293847044699
Bul Air,Bulgarie,Europe,1985.375,0,0,2,8,0.0,0.0,0.0,0.0,0,-0.7097923142559374,-0.3756816705514164
Bulgaria Air,Bulgarie,Europe,2008.6,5,5,3,10,50.0,50.0,0.5,0.5,1,3.269145630058412,-1.4987406324651336
Buzz,Pologne,Europe,2016.0,12,12,1,12,100.0,100.0,1.0,1.0,1,7.014549493148192,-3.4353426395161164
CAE,Allemagne,Europe,1972.8135593220336,0,0,8,59,0.0,0.0,0.0,0.0,2,-0.101841844036428,1.5688087205920238
CB SkyShare,Porto Rico,North America,1995.3,0,0,4,10,0.0,0.0,0.0,0.0,0,-0.5485781303897392,0.17912758702514942
CHC Helicopter,Territoire britannique de l'océan Indien,Asia,1997.2444444444443,0,3,7,90,0.0,3.333333333333333,0.0,0.0,2,-0.09405219383909881,1.4905597315646246
CITIC Offshore Helicopter,Taïwan,Asia,1998.967741935484,0,0,5,31,0.0,0.0,0.0,0.0,0,-0.4127230746251224,0.5810044906639846
CMA CGM Air Cargo,France,Europe,1989.4,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Caicos Express Airways,Îles Turques-et-Caïques,North America,1973.5,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
Calstar,Porto Rico,North America,1991.7777777777776,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
CanWest Air,Canada,North America,1985.2,0,0,2,10,0.0,0.0,0.0,0.0,0,-0.7042675178727856,-0.36323444306636105
Canada - Coast Guard,Canada,North America,1993.0,0,0,3,26,0.0,0.0,0.0,0.0,0,-0.5822244530660482,0.00752439185983603
Canada - Department of Transport,Canada,North America,1970.0,0,0,3,14,0.0,0.0,0.0,0.0,0,-0.6153732313649588,-0.06715897305049538
Canada - Ontario Ministry of Natural Resources,Canada,North America,1966.2857142857144,0,0,2,7,0.0,0.0,0.0,0.0,0,-0.7125547124475132,-0.38190528429394394
Canada - Royal Canadian Air Force,Guernesey,Europe,1997.0,0,0,1,15,0.0,0.0,0.0,0.0,0,-0.7683002206564293,-0.6032973893994783
Canadian North,Japon,Asia,1975.733333333333,0,0,3,15,0.0,0.0,0.0,0.0,0,-0.6126108331733829,-0.06093535930796777
Canavia,Espagne,Europe,2002.5,0,0,2,8,0.0,0.0,0.0,0.0,0,-0.7097923142559374,-0.3756816705514164
Canlink Aviation,Canada,North America,1987.16,0,0,3,50,0.0,0.0,0.0,0.0,0,-0.515926896468227,0.15689112168049887
Cape Air,Porto Rico,North America,1965.0,0,0,3,73,0.0,0.0,0.0,0.0,0,-0.4523917380619817,0.300034237758634
Capital Airlines,Taïwan,Asia,1997.085106382979,3,10,6,47,6.382978723404255,21.27659574468085,0.0638297872340425,0.0638297872340425,2,0.2066266013547645,0.7721862356610933
Cargo Air,Bulgarie,Europe,1991.428571428572,0,0,2,7,0.0,0.0,0.0,0.0,0,-0.7125547124475132,-0.38190528429394394
Cargojet Airways,Canada,North America,1983.7,0,0,3,40,0.0,0.0,0.0,0.0,0,-0.5435508783839859,0.09465498425522269
Cargolux,Luxembourg,Europe,1998.2666666666669,0,14,2,30,0.0,46.66666666666666,0.0,0.0,0,-0.6490195540412679,-0.23876216821580867
Caribbean Airlines,Trinité-et-Tobago,North America,2014.1,9,9,2,10,90.0,90.0,0.9,0.9,1,6.307755699668628,-2.895271411066511
Carson Air,Canada,North America,1973.9,0,0,3,10,0.0,0.0,0.0,0.0,0,-0.6264228241312624,-0.09205342802060583
Caspian Airlines,Iran,Asia,1985.875,0,0,2,8,0.0,0.0,0.0,0.0,0,-0.7097923142559374,-0.3756816705514164
Castle Aviation,Porto Rico,North America,1982.384615384616,0,0,2,13,0.0,0.0,0.0,0.0,0,-0.6959803232980579,-0.34456360183877827
Cathay Pacific,Hong Kong,Asia,2006.889705882353,34,78,7,136,25.0,57.35294117647059,0.25,0.25,2,1.9808023500682292,1.0735023614986312
Cavok Air,Ukraine,Europe,1957.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Cayman Airways,Îles Caïmans,North America,1991.6666666666667,4,4,3,9,44.44444444444444,44.44444444444444,0.4444444444444444,0.4444444444444444,1,2.8335422925124276,-1.348665667936047
CemAir,Afrique du Sud,Africa,1991.4166666666667,0,0,3,12,0.0,0.0,0.0,0.0,0,-0.6208980277481106,-0.0796062005355506
Central Airlines,Taïwan,Asia,1990.4444444444443,0,0,3,9,0.0,0.0,0.0,0.0,0,-0.6291852223228382,-0.09827704176313344
Central Mountain Air,Canada,North America,1983.6875,0,0,2,16,0.0,0.0,0.0,0.0,0,-0.6876931287233303,-0.3258927606111954
Centreline,Territoire britannique de l'océan Indien,Asia,2007.0,1,4,4,10,10.0,40.0,0.1,0.1,0,0.23053556044819573,-0.10220985386375615
Chabahar Airlines,Iran,Asia,1982.0,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
Chalair Aviation,France,Europe,1982.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Challenge Airlines BE,Autriche,Europe,1987.142857142857,0,0,2,7,0.0,0.0,0.0,0.0,0,-0.7125547124475132,-0.38190528429394394
Charter Airlines,Porto Rico,North America,1993.0,0,0,1,9,0.0,0.0,0.0,0.0,0,-0.7848746098058846,-0.640639071854644
Chartright Air,Canada,North America,1991.5833333333333,0,0,6,12,0.0,0.0,0.0,0.0,2,-0.387363946523541,0.7339368446017152
Chengdu Airlines,Taïwan,Asia,2010.857142857143,5,17,3,21,23.809523809523807,80.95238095238095,0.238095238095238,0.238095238095238,0,1.25899615320925,-0.6934447265882911
Chevron USA,Porto Rico,North America,1999.8,0,0,2,10,0.0,0.0,0.0,0.0,0,-0.7042675178727856,-0.36323444306636105
China - Civil Aviation Administration,Taïwan,Asia,1996.35,0,0,3,20,0.0,0.0,0.0,0.0,0,-0.5987988422155035,-0.02981729059532967
China Airlines,Taïwan,Asia,2003.9710144927533,17,32,6,69,24.637681159420293,46.3768115942029,0.2463768115942029,0.2463768115942029,2,1.6896482205767036,0.39553261124297867
China Cargo Airlines,Taïwan,Asia,1990.0,0,0,1,17,0.0,0.0,0.0,0.0,0,-0.7627754242732776,-0.5908501619144231
China Eastern Airlines,Taïwan,Asia,1999.545054945055,22,162,10,455,4.835164835164836,35.604395604395606,0.0483516483516483,0.0483516483516483,3,1.5244715393641748,4.43969050262434
China Express Airlines,Taïwan,Asia,2005.642857142857,0,20,2,56,0.0,35.714285714285715,0.0,0.0,0,-0.5771972010602949,-0.07694821091009062
China Postal Airlines,Taïwan,Asia,1991.6129032258063,0,0,4,31,0.0,0.0,0.0,0.0,0,-0.4905677683666456,0.30982347561822937
China Southern Airlines,Taïwan,Asia,2003.2292089249493,129,209,12,493,26.16632860040568,42.393509127789045,0.2616632860040568,0.2616632860040568,3,3.4470722312276267,4.6184243524424
China Southern Airlines General Aviation,Taïwan,Asia,2000.6666666666667,0,1,2,6,0.0,16.666666666666664,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
China Southern Cargo,Taïwan,Asia,1990.0,0,0,1,11,0.0,0.0,0.0,0.0,0,-0.7793498134227329,-0.6281918443695887
China United Airlines,Taïwan,Asia,1994.457627118644,0,0,2,59,0.0,0.0,0.0,0.0,0,-0.5689100064855672,-0.05827736968250778
Chodang University,Corée du Sud,Asia,1997.0,0,0,1,13,0.0,0.0,0.0,0.0,0,-0.7738250170395811,-0.6157446168845335
Chongqing Airlines,Taïwan,Asia,2006.7,3,12,3,20,15.0,60.0,0.15,0.15,0,0.5698716940413987,-0.45182345192868795
Chrono Aviation,Canada,North America,1989.0,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
Citilink,Timor oriental,Asia,2011.7272727272727,0,10,2,11,0.0,90.9090909090909,0.0,0.0,0,-0.7015051196812097,-0.3570108293238335
Civil Air Patrol,Porto Rico,North America,1956.4436090225563,0,0,3,532,0.0,0.0,0.0,0.0,3,0.8155490318713489,3.156672945578811
Civil Aviation Flight University of China,Taïwan,Asia,1994.4117647058824,0,0,3,68,0.0,0.0,0.0,0.0,0,-0.4662037290198611,0.26891616904599597
Coastal Aviation,Tanzanie,Africa,1984.0,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
Colombia - Air Force,France,Europe,1967.9625,0,0,12,80,0.0,0.0,0.0,0.0,2,0.26754729295275825,2.7842286693681246
Colorful Guizhou Airlines,Taïwan,Asia,2009.5,0,11,2,20,0.0,55.00000000000001,0.0,0.0,0,-0.6766435359570268,-0.3009983056410849
Compass Air Cargo,Bulgarie,Europe,1993.142857142857,0,0,2,7,0.0,0.0,0.0,0.0,0,-0.7125547124475132,-0.38190528429394394
Conair,Canada,North America,1984.5882352941176,0,0,3,17,0.0,0.0,0.0,0.0,0,-0.6070860367902312,-0.04848813182291252
Condor,Allemagne,Europe,2006.7142857142856,24,27,6,49,48.97959183673469,55.10204081632652,0.4897959183673469,0.4897959183673469,1,3.530911843730162,-0.4137687492377696
Contour Aviation,Porto Rico,North America,1992.272727272728,0,0,6,22,0.0,0.0,0.0,0.0,2,-0.3597399646077821,0.7961729820269913
Conviasa,Venezuela,South America,2002.055555555556,0,0,3,18,0.0,0.0,0.0,0.0,0,-0.6043236385986553,-0.04226451808038491
Copa Airlines,Panama,North America,1994.891891891892,6,6,3,74,8.108108108108109,8.108108108108109,0.081081081081081,0.081081081081081,0,0.1820844635117029,0.07814641294258984
Copenhagen Airtaxi,Îles Féroé,Europe,1980.6,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Corendon Airlines,Turquie,Europe,2001.071428571429,6,6,2,28,21.428571428571427,21.428571428571427,0.2142857142857142,0.2142857142857142,0,1.01498498708544,-0.8540753404628042
Corsair,France,Europe,2017.0,9,9,1,9,100.0,100.0,1.0,1.0,1,7.006262298573464,-3.4540134807436993
Coulson Aviation,Porto Rico,North America,1962.692307692308,0,0,3,13,0.0,0.0,0.0,0.0,0,-0.6181356295565348,-0.073382586793023
Croatia Airlines,Croatie,Europe,2006.111111111111,5,5,2,9,55.55555555555556,55.55555555555556,0.5555555555555556,0.5555555555555556,1,3.621379477479721,-1.9324438395250307
Cygnus Air,Espagne,Europe,1982.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
DHL Air,Allemagne,Europe,1988.571428571429,0,3,12,196,0.0,1.530612244897959,0.0,0.0,2,0.5879854831755608,3.5061678635013287
DRF Luftrettung,Allemagne,Europe,1996.0,0,0,5,54,0.0,0.0,0.0,0.0,0,-0.34918791621887707,0.7241476067421198
Dalian Airlines,Taïwan,Asia,1997.0,0,0,1,13,0.0,0.0,0.0,0.0,0,-0.7738250170395811,-0.6157446168845335
Dana Air,Nigeria,Africa,1985.142857142857,0,0,4,7,0.0,0.0,0.0,0.0,0,-0.5568653249644668,0.16045674579756655
Dassault Falcon Service,France,Europe,2011.0,3,3,2,5,60.0,60.0,0.6,0.6,1,3.9566026361969437,-2.082377157112432
Deer Jet,Taïwan,Asia,1997.6666666666667,0,0,5,12,0.0,0.0,0.0,0.0,0,-0.4652086402650642,0.46275582955595984
Deer Jet Beijing,Malte,Europe,1998.6666666666667,1,1,4,6,16.666666666666664,16.666666666666664,0.1666666666666666,0.1666666666666666,0,0.7388950949071815,-0.3146626027598035
Delta Air Lines,Porto Rico,North America,1999.6395147313688,148,186,18,1154,12.824956672443674,16.11785095320624,0.1282495667244367,0.1282495667244367,3,4.700641045944816,10.734661870143677
Delta State University Aviation,Porto Rico,North America,1975.210526315789,0,0,4,19,0.0,0.0,0.0,0.0,0,-0.5237165466655562,0.23514011070789798
Dexter Air Taxi,Russie,Europe,2001.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Divi Divi Air,Corée du Nord,Asia,1965.0,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Donghai Airlines,Taïwan,Asia,1998.5833333333333,2,2,2,24,8.333333333333332,8.333333333333332,0.0833333333333333,0.0833333333333333,0,-0.016332534159111047,-0.5105517180783956
Draken Europe,Territoire britannique de l'océan Indien,Asia,1990.1304347826087,0,0,3,23,0.0,0.0,0.0,0.0,0,-0.5905116476407759,-0.011146449367746834
Dreamline Aviation,Porto Rico,North America,1993.4,0,0,3,5,0.0,0.0,0.0,0.0,0,-0.6402348150891418,-0.12317149673324394
E+S Air,Italie,Europe,1974.0,0,0,1,12,0.0,0.0,0.0,0.0,0,-0.776587415231157,-0.6219682306270611
EAS Barcelona,Espagne,Europe,2009.0,0,0,1,6,0.0,0.0,0.0,0.0,0,-0.7931618043806123,-0.6593099130822269
EIS Aircraft,Allemagne,Europe,1988.6666666666667,0,1,3,12,0.0,8.333333333333332,0.0,0.0,0,-0.6208980277481106,-0.0796062005355506
EJM Europe,Portugal,Europe,2000.75,1,1,6,8,12.5,12.5,0.125,0.125,2,0.5754785742575741,0.3573705885204727
ENAC Ecole Aviation Civile,France,Europe,1996.4,0,0,3,15,0.0,0.0,0.0,0.0,0,-0.6126108331733829,-0.06093535930796777
EVA Air,Taïwan,Asia,2000.743243243244,12,12,5,74,16.216216216216218,16.216216216216218,0.1621621621621621,0.1621621621621621,2,0.9694876543768587,0.3923970044755282
EagleMed,Porto Rico,North America,1963.0,0,0,1,12,0.0,0.0,0.0,0.0,0,-0.776587415231157,-0.6219682306270611
East Coast Jets,Porto Rico,North America,1979.0,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Eastar Jet,Corée du Sud,Asia,2003.3333333333333,5,5,2,15,33.33333333333333,33.33333333333333,0.3333333333333332,0.3333333333333332,1,1.9065901092115423,-1.2699078439834077
Eastern Air Express,Porto Rico,North America,1985.3,0,0,2,10,0.0,0.0,0.0,0.0,0,-0.7042675178727856,-0.36323444306636105
Eastern Airways,Territoire britannique de l'océan Indien,Asia,1995.9333333333327,0,0,3,15,0.0,0.0,0.0,0.0,0,-0.6126108331733829,-0.06093535930796777
Ecuador - Air Force,France,Europe,1992.25,0,0,5,12,0.0,0.0,0.0,0.0,0,-0.4652086402650642,0.46275582955595984
Edelweiss Air,Suisse,Europe,1997.2857142857144,0,2,2,7,0.0,28.57142857142857,0.0,0.0,0,-0.7125547124475132,-0.38190528429394394
Egypt - Air Force,Égypte,Africa,1980.884615384616,0,0,7,52,0.0,0.0,0.0,0.0,2,-0.19902332511898244,1.254062409348575
Egyptair,Égypte,Africa,2001.5272727272727,7,15,5,55,12.727272727272728,27.27272727272727,0.1272727272727272,0.1272727272727272,2,0.6451737248573427,0.37230538662604046
Egyptair Cargo,Égypte,Africa,1990.4,0,0,3,5,0.0,0.0,0.0,0.0,0,-0.6402348150891418,-0.12317149673324394
Elifriulia,Italie,Europe,1992.117647058824,0,0,3,17,0.0,0.0,0.0,0.0,0,-0.6070860367902312,-0.04848813182291252
Elilombarda,Italie,Europe,1974.2,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Eliossola,Italie,Europe,1974.0,0,0,1,6,0.0,0.0,0.0,0.0,0,-0.7931618043806123,-0.6593099130822269
Elitaliana,Italie,Europe,1977.4545454545453,0,1,3,11,0.0,9.090909090909092,0.0,0.0,0,-0.6236604259396865,-0.08582981427807822
Elite Air,Porto Rico,North America,1996.2857142857144,0,0,5,7,0.0,0.0,0.0,0.0,0,-0.47902063122294364,0.4316377608433217
Elitellina,Italie,Europe,1974.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Embraer,Brésil,South America,2007.275,5,7,8,40,12.5,17.5,0.125,0.125,2,0.8195647038710487,1.098888258372867
Embry-Riddle Aeronautical University,Porto Rico,North America,1962.2136752136755,0,0,5,234,0.0,0.0,0.0,0.0,2,0.14804375826478217,1.8443980803970912
Emirates,Émirats arabes unis,Asia,2001.695945945946,0,8,3,148,0.0,5.405405405405405,0.0,0.0,0,-0.24521187369379036,0.7668052684482054
Emirates Flight Training Academy,Émirats arabes unis,Asia,2001.3666666666663,0,0,3,30,0.0,0.0,0.0,0.0,0,-0.5711748602997447,0.03241884682994651
Encore Air Cargo,Porto Rico,North America,1968.384615384616,0,0,2,13,0.0,0.0,0.0,0.0,0,-0.6959803232980579,-0.34456360183877827
Enter Air,Pologne,Europe,2001.8857142857144,9,9,2,35,25.71428571428571,25.71428571428571,0.2571428571428571,0.2571428571428571,0,1.3682276419284438,-0.9310832332174991
Epic Flight Academy,Porto Rico,North America,1955.0,0,0,1,44,0.0,0.0,0.0,0.0,0,-0.6881906731007287,-0.4228125908661774
Era Helicopters,Porto Rico,North America,1988.117647058824,0,4,8,51,0.0,7.84313725490196,0.0,0.0,2,-0.12394102956903509,1.5190198106518027
Ethiopian Airlines,Éthiopie,Africa,2004.2325581395348,27,47,8,86,31.3953488372093,54.65116279069767,0.313953488372093,0.313953488372093,2,2.4187975179063814,0.8535775818727751
Etihad Airways,Émirats arabes unis,Asia,2006.304347826087,22,23,7,46,47.82608695652174,50.0,0.4782608695652174,0.4782608695652174,1,3.510598198434729,-0.12880616431439965
Euro-Asia Air,Kazakhstan,Asia,2001.0,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
EuroAtlantic Airways,Portugal,Europe,1990.8,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
