airline_name,country,region,avg_entry_year,modern_count_2015,modern_count_2010,diversity_score,fleet_size,pct_modern_2015,pct_modern_2010,modernity_index,new_gen_share,cluster,pca_1,pca_2
Eurocopter Deutschland,Allemagne,Europe,1996.84,0,0,2,125,0.0,0.0,0.0,0.0,0,-0.38659172584155893,0.3524811373243151
European Aircraft Private Club,Belgique,Europe,1994.2,0,0,2,10,0.0,0.0,0.0,0.0,0,-0.7042675178727856,-0.36323444306636105
European Flight Academy,Allemagne,Europe,1999.7083333333333,0,0,2,24,0.0,0.0,0.0,0.0,0,-0.6655939431907232,-0.2761038506709744
European Flyers,Espagne,Europe,1962.8333333333333,0,0,2,12,0.0,0.0,0.0,0.0,0,-0.6987427214896338,-0.3507872155813058
Eurowings,Malte,Europe,1999.4655172413795,5,13,5,58,8.620689655172415,22.41379310344828,0.0862068965517241,0.0862068965517241,2,0.3335114100284045,0.5065097850838635
Everts Air Alaska,Porto Rico,North America,1976.75,0,0,7,20,0.0,0.0,0.0,0.0,2,-0.2874200672494107,1.0549067695876913
Excellent Air,Allemagne,Europe,2000.0,0,0,1,6,0.0,0.0,0.0,0.0,0,-0.7931618043806123,-0.6593099130822269
Executive Fliteways,Porto Rico,North America,1997.1818181818185,0,1,8,11,0.0,9.090909090909092,0.0,0.0,2,-0.23443695723207045,1.270075260950698
Executive Jet Management,Porto Rico,North America,1997.127659574468,1,5,15,47,2.127659574468085,10.638297872340424,0.0212765957446808,0.0212765957446808,2,0.5756911042463734,3.3325334310256163
FAI rent-a-jet,Allemagne,Europe,1993.055555555556,0,0,4,18,0.0,0.0,0.0,0.0,0,-0.5264789448571321,0.22891649696537034
FFL Flugschule,Allemagne,Europe,1980.4,0,0,3,5,0.0,0.0,0.0,0.0,0,-0.6402348150891418,-0.12317149673324394
Falcon Aviation Services,Émirats arabes unis,Asia,2001.8461538461536,0,7,5,13,0.0,53.84615384615385,0.0,0.0,0,-0.46244624207348833,0.46897944329848745
Fastjet,Zimbabwe,Africa,1995.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
FedEx,Porto Rico,North America,1985.4088669950736,0,0,7,609,0.0,0.0,0.0,0.0,3,1.339632467588785,4.720615263936457
Federal Airlines,Afrique du Sud,Africa,1984.4545454545453,0,0,2,11,0.0,0.0,0.0,0.0,0,-0.7015051196812097,-0.3570108293238335
Fiji Airways,Fidji,Oceania,1997.058823529412,5,9,5,17,29.411764705882355,52.94117647058824,0.2941176470588235,0.2941176470588235,2,1.8401142060985056,-0.3335891631693593
Finland - Air Force,Chili,South America,1989.551724137931,0,0,3,29,0.0,0.0,0.0,0.0,0,-0.5739372584913206,0.026195233087418862
Finnair,Finlande,Europe,2003.04,0,18,4,50,0.0,36.0,0.0,0.0,0,-0.43808220272670384,0.4280721367262541
Firefly,Malaisie,Asia,1997.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Flair Airlines,Canada,North America,2014.1,18,18,2,20,90.0,90.0,0.9,0.9,1,6.335379681584387,-2.8330352736412348
Flexjet,Territoire britannique de l'océan Indien,Asia,2003.5544041450776,1,27,11,193,0.5181347150259068,13.989637305699482,0.005181347150259,0.005181347150259,2,0.5422221798768192,3.2017389377518812
Flight Calibration Services,Territoire britannique de l'océan Indien,Asia,2005.2,0,7,3,10,0.0,70.0,0.0,0.0,0,-0.6264228241312624,-0.09205342802060583
Flight Training Europe,Espagne,Europe,2002.0,0,0,1,9,0.0,0.0,0.0,0.0,0,-0.7848746098058846,-0.640639071854644
Flightline,Espagne,Europe,1969.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Flightpath Charter Airways,Canada,North America,2001.7777777777776,0,1,7,9,0.0,11.11111111111111,0.0,0.0,2,-0.3178064473567454,0.9864470184198875
Florida Air Cargo,Porto Rico,North America,1953.8,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Florida Flyers Flight Academy,Porto Rico,North America,1955.0,0,0,1,9,0.0,0.0,0.0,0.0,0,-0.7848746098058846,-0.640639071854644
Fltplan,Porto Rico,North America,1989.909090909091,0,0,6,11,0.0,0.0,0.0,0.0,2,-0.39012634471511687,0.7277132308591875
Fly 7,Finlande,Europe,1991.0,0,0,1,20,0.0,0.0,0.0,0.0,0,-0.7544882296985499,-0.5721793206868402
Fly Across,Mexique,North America,2006.8,0,5,7,15,0.0,33.33333333333333,0.0,0.0,2,-0.3012320582072901,1.0237887008750532
Fly Alliance,Porto Rico,North America,1990.6,0,0,4,15,0.0,0.0,0.0,0.0,0,-0.5347661394318598,0.2102456557377875
Fly Baghdad,Irak,Asia,1992.2857142857144,0,0,4,7,0.0,0.0,0.0,0.0,0,-0.5568653249644668,0.16045674579756655
Fly Jet.kz,Kazakhstan,Asia,1994.8333333333333,0,0,4,6,0.0,0.0,0.0,0.0,0,-0.5596277231560427,0.15423313205503894
Fly-Coop Air Service,Hongrie,Europe,1981.888888888889,0,0,6,9,0.0,0.0,0.0,0.0,2,-0.39565114109826865,0.7152660033741323
FlyArystan,Irlande,Europe,2014.0,0,12,1,12,0.0,100.0,0.0,0.0,0,-0.776587415231157,-0.6219682306270611
FlyBy,Espagne,Europe,2001.2857142857144,0,0,2,7,0.0,0.0,0.0,0.0,0,-0.7125547124475132,-0.38190528429394394
FlyOne,Cambodge,Asia,1994.857142857143,0,1,3,7,0.0,14.285714285714285,0.0,0.0,0,-0.6347100187059901,-0.11072426924818872
FlySafair,Afrique du Sud,Africa,1997.0,0,0,1,33,0.0,0.0,0.0,0.0,0,-0.7185770532080634,-0.4912723420339812
Flybondi,Argentine,South America,1997.0,0,0,1,14,0.0,0.0,0.0,0.0,0,-0.7710626188480052,-0.6095210031420059
France - Air Force,France,Europe,2000.125,0,0,2,8,0.0,0.0,0.0,0.0,0,-0.7097923142559374,-0.3756816705514164
France - Securite Civile,France,Europe,1999.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Freedom Airline Express,Kenya,Africa,1985.0,0,0,3,5,0.0,0.0,0.0,0.0,0,-0.6402348150891418,-0.12317149673324394
Freight Runners Express,Porto Rico,North America,1970.6666666666667,0,0,3,15,0.0,0.0,0.0,0.0,0,-0.6126108331733829,-0.06093535930796777
French bee,France,Europe,2014.0,2,6,2,6,33.33333333333333,100.0,0.3333333333333332,0.3333333333333332,1,1.8817285254873595,-1.3259203676661564
Frontier Airlines,Porto Rico,North America,2011.9050632911392,55,137,3,158,34.810126582278485,86.70886075949366,0.3481012658227848,0.3481012658227848,1,2.4945167282274374,-0.15029778709422728
Fuji Dream Airlines,Japon,Asia,2002.8125,0,0,2,16,0.0,0.0,0.0,0.0,0,-0.6876931287233303,-0.3258927606111954
Fuzhou Airlines,Taïwan,Asia,1999.375,2,2,2,16,12.5,12.5,0.125,0.125,0,0.2861989848240883,-0.6775645617223273
GOL Linhas Aereas,Brésil,South America,2002.784,57,57,3,125,45.6,45.6,0.456,0.456,1,3.2440113981209473,-0.6592365780833389
GTA Air,Porto Rico,North America,1951.6666666666667,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
GX Airlines,Taïwan,Asia,2009.0,0,6,2,12,0.0,50.0,0.0,0.0,0,-0.6987427214896338,-0.3507872155813058
Gama Aviation,Territoire britannique de l'océan Indien,Asia,1990.5,0,0,7,8,0.0,0.0,0.0,0.0,2,-0.3205688455483213,0.9802234046773598
Garuda Indonesia,Timor oriental,Asia,1999.1333333333328,5,5,4,60,8.333333333333332,8.333333333333332,0.0833333333333333,0.0833333333333333,0,0.23880318822066715,0.2558604067441091
Gazpromavia,Russie,Europe,1993.548387096774,3,6,9,31,9.67741935483871,19.35483870967742,0.0967741935483871,0.0967741935483871,2,0.6526366914744557,1.3934665112770972
Georgian Airlines,Géorgie,Asia,1990.4,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Georgian Airways,Géorgie,Asia,1986.5,0,0,6,10,0.0,0.0,0.0,0.0,2,-0.39288874290669273,0.7214896171166598
German Airways,Allemagne,Europe,2002.555555555556,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
Germany - Air Ambulance,Allemagne,Europe,1995.6470588235293,0,0,3,68,0.0,0.0,0.0,0.0,0,-0.4662037290198611,0.26891616904599597
Germany - Army,Allemagne,Europe,1994.0,0,0,1,8,0.0,0.0,0.0,0.0,0,-0.7876370079974605,-0.6468626855971716
Germany - DLR Flugbetriebe,Allemagne,Europe,1989.2857142857144,0,0,6,7,0.0,0.0,0.0,0.0,2,-0.40117593748142044,0.702818775889077
Gesellschaft Fur Flugzieldarstellung,Allemagne,Europe,1973.0,0,0,1,15,0.0,0.0,0.0,0.0,0,-0.7683002206564293,-0.6032973893994783
Gestair,Espagne,Europe,1998.1538461538464,0,1,8,13,0.0,7.6923076923076925,0.0,0.0,2,-0.22891216084891872,1.2825224884357533
Getjet Airlines,Lituanie,Europe,1996.428571428572,0,0,2,7,0.0,0.0,0.0,0.0,0,-0.7125547124475132,-0.38190528429394394
Global Aviation,Burkina Faso,Africa,1987.857142857143,0,0,3,7,0.0,0.0,0.0,0.0,0,-0.6347100187059901,-0.11072426924818872
Global Jet Luxembourg,Luxembourg,Europe,2002.9,3,3,6,10,30.0,30.0,0.3,0.3,2,1.9444523296071117,-0.12252270555005666
GlobalX,Porto Rico,North America,1993.0,0,0,1,6,0.0,0.0,0.0,0.0,0,-0.7931618043806123,-0.6593099130822269
GlobeAir,Autriche,Europe,2005.0,0,0,1,20,0.0,0.0,0.0,0.0,0,-0.7544882296985499,-0.5721793206868402
Grand Canyon Airlines,Porto Rico,North America,1970.1,0,0,2,10,0.0,0.0,0.0,0.0,0,-0.7042675178727856,-0.36323444306636105
Grant Aviation,Porto Rico,North America,1967.090909090909,0,0,3,11,0.0,0.0,0.0,0.0,0,-0.6236604259396865,-0.08582981427807822
Greater Bay Airlines,Hong Kong,Asia,1997.0,0,0,1,7,0.0,0.0,0.0,0.0,0,-0.7903994061890365,-0.6530862993396992
Greece - Air Force,Guernesey,Europe,1993.888888888889,0,0,4,9,0.0,0.0,0.0,0.0,0,-0.5513405285813151,0.1729039732826218
Gulf Air,Bahreïn,Asia,2011.76,14,21,3,25,56.00000000000001,84.0,0.56,0.56,1,3.778049817434811,-1.5741888908605626
Gulfstream Aerospace,Porto Rico,North America,2007.6570247933885,71,71,4,242,29.338842975206614,29.338842975206614,0.2933884297520661,0.2933884297520661,2,2.37812767358865,0.7975944751629495
Gum Air,Suriname,South America,1980.75,0,0,4,8,0.0,0.0,0.0,0.0,0,-0.554102926772891,0.16668035954009416
Guna Airlines,Népal,Asia,1988.428571428572,0,0,2,7,0.0,0.0,0.0,0.0,0,-0.7125547124475132,-0.38190528429394394
HK express,Hong Kong,Asia,2006.8857142857144,12,22,3,35,34.285714285714285,62.85714285714285,0.3428571428571428,0.3428571428571428,1,2.1138840706739113,-0.90104859607652
HTM Helicopter Travel Munich,Allemagne,Europe,1996.4,0,0,3,15,0.0,0.0,0.0,0.0,0,-0.6126108331733829,-0.06093535930796777
Hainan Airlines,Taïwan,Asia,1999.6036585365853,19,27,5,164,11.585365853658535,16.463414634146343,0.1158536585365853,0.1158536585365853,2,0.857307599849638,1.0828054003171577
Hanseo University Flight Education Center,Corée du Sud,Asia,1955.0,0,0,1,8,0.0,0.0,0.0,0.0,0,-0.7876370079974605,-0.6468626855971716
Hawaiian Airlines,Porto Rico,North America,1998.983606557377,18,18,3,61,29.508196721311474,29.508196721311474,0.2950819672131147,0.2950819672131147,1,1.8134834893903904,-0.6048251822337135
Hebei Airlines,Taïwan,Asia,1997.0,0,0,1,28,0.0,0.0,0.0,0.0,0,-0.7323890441659429,-0.5223904107466193
Heli Holland,Pays-Bas,Europe,1997.0,0,0,4,9,0.0,0.0,0.0,0.0,0,-0.5513405285813151,0.1729039732826218
Heli Service International,Allemagne,Europe,2006.5,0,5,2,10,0.0,50.0,0.0,0.0,0,-0.7042675178727856,-0.36323444306636105
Heli-Team,Svalbard et ile Jan Mayen,Europe,1971.0,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
HeliDubai,Émirats arabes unis,Asia,1974.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Helicol,Colombie,South America,1981.0,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
Helijet International,Canada,North America,1977.928571428572,0,0,3,14,0.0,0.0,0.0,0.0,0,-0.6153732313649588,-0.06715897305049538
Heliservicio,Mexique,North America,1981.4444444444443,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
Helistar,Colombie,South America,1987.5454545454545,0,0,8,22,0.0,0.0,0.0,0.0,2,-0.20405057712473576,1.3385350121185018
Helitrans,Svalbard et ile Jan Mayen,Europe,1975.88,0,0,5,25,0.0,0.0,0.0,0.0,0,-0.4292974637745777,0.543662808208819
HelloJets,Roumanie,Europe,1991.0,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Helvetic Airways,Suisse,Europe,2004.0,0,0,1,6,0.0,0.0,0.0,0.0,0,-0.7931618043806123,-0.6593099130822269
Hera Flight,Porto Rico,North America,1991.1818181818185,0,0,4,11,0.0,0.0,0.0,0.0,0,-0.5458157321981633,0.18535120076767703
Heron Aviation,Espagne,Europe,1997.2,0,0,3,5,0.0,0.0,0.0,0.0,0,-0.6402348150891418,-0.12317149673324394
Hi Fly,Malte,Europe,1988.6,0,0,2,10,0.0,0.0,0.0,0.0,0,-0.7042675178727856,-0.36323444306636105
Hinterland Aviation,Îles Cocos,Oceania,1982.0,0,0,1,13,0.0,0.0,0.0,0.0,0,-0.7738250170395811,-0.6157446168845335
Hong Kong Air Cargo,Hong Kong,Asia,1987.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Hoper,Grèce,Europe,2000.2,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
HÃ©li-Union,France,Europe,1992.3333333333333,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
IASCO Flight Training,Porto Rico,North America,1955.0,0,0,1,24,0.0,0.0,0.0,0.0,0,-0.7434386369322464,-0.5472848657167297
IBC Airways,Porto Rico,North America,1985.4666666666667,0,0,3,15,0.0,0.0,0.0,0.0,0,-0.6126108331733829,-0.06093535930796777
IFA - Instituto de Formacao Aeronautica,Portugal,Europe,1955.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
IFL Group,Porto Rico,North America,1993.6,0,0,3,10,0.0,0.0,0.0,0.0,0,-0.6264228241312624,-0.09205342802060583
ITA Airways,Irlande,Europe,2009.9722222222224,31,56,7,72,43.05555555555556,77.77777777777779,0.4305555555555556,0.4305555555555556,1,3.2107419187092,0.1672207025941174
Iberia,Espagne,Europe,2003.8311688311687,4,44,7,77,5.194805194805195,57.14285714285714,0.0519480519480519,0.0519480519480519,2,0.27477101452128955,1.263503432969477
Iberia Express,Espagne,Europe,2016.0,12,12,1,12,100.0,100.0,1.0,1.0,1,7.014549493148192,-3.4353426395161164
Ibex Airlines,Japon,Asia,1999.0,0,0,1,9,0.0,0.0,0.0,0.0,0,-0.7848746098058846,-0.640639071854644
Ibom Air,Nigeria,Africa,2005.0,2,2,2,7,28.57142857142857,28.57142857142857,0.2857142857142857,0.2857142857142857,0,1.5134844042323008,-1.1857265439765312
Icelandair,Islande,Europe,2002.2777777777776,21,21,4,36,58.333333333333336,58.333333333333336,0.5833333333333334,0.5833333333333334,1,4.068074085812521,-1.3001935275210816
Ikar,Russie,Europe,2000.5,0,0,3,8,0.0,0.0,0.0,0.0,0,-0.6319476205144141,-0.10450065550566111
IndiGo,Inde,Asia,2014.5993975903607,142,327,4,332,42.77108433734939,98.49397590361446,0.4277108433734939,0.4277108433734939,1,3.6732678252189825,0.9798204709676995
India - Air Force,Taïwan,Asia,1979.9761904761904,0,0,5,42,0.0,0.0,0.0,0.0,0,-0.3823366945177877,0.6494642418317884
Indiana State University Flight Academy,Porto Rico,North America,1993.692307692308,0,0,3,13,0.0,0.0,0.0,0.0,0,-0.6181356295565348,-0.073382586793023
InterCaribbean Airways,Îles Turques-et-Caïques,North America,1986.5333333333333,0,0,7,15,0.0,0.0,0.0,0.0,2,-0.3012320582072901,1.0237887008750532
International Jet Management,Autriche,Europe,2006.1666666666667,0,1,6,6,0.0,16.666666666666664,0.0,0.0,2,-0.4039383356729963,0.6965951621465494
IrAero,Russie,Europe,2004.6666666666667,0,0,3,9,0.0,0.0,0.0,0.0,0,-0.6291852223228382,-0.09827704176313344
Iran Air,Iran,Asia,1990.357142857143,0,0,5,14,0.0,0.0,0.0,0.0,0,-0.4596838438819124,0.47520305704101506
Iran Airtour,Iran,Asia,1988.3636363636365,0,0,3,11,0.0,0.0,0.0,0.0,0,-0.6236604259396865,-0.08582981427807822
Iran Aseman Airlines,Iran,Asia,1986.5,0,0,2,10,0.0,0.0,0.0,0.0,0,-0.7042675178727856,-0.36323444306636105
Iraq Gate Company,Irak,Asia,1991.4,0,0,3,5,0.0,0.0,0.0,0.0,0,-0.6402348150891418,-0.12317149673324394
Iraqi Airways,Irak,Asia,2005.1666666666667,11,11,7,24,45.83333333333333,45.83333333333333,0.4583333333333332,0.4583333333333332,1,3.29456727519076,-0.2096620461830148
Italfly,Italie,Europe,1995.0,0,0,6,8,0.0,0.0,0.0,0.0,2,-0.3984135392898445,0.7090423896316046
Italy - Air Force,Île de Man,Europe,1990.123287671233,0,0,13,146,0.0,0.0,0.0,0.0,2,0.52771026733829,3.466168191420703
Italy - Army,Île de Man,Europe,1989.4375,0,6,4,32,0.0,18.75,0.0,0.0,0,-0.48780537017506975,0.316047089360757
Italy - Coast Guard,Île de Man,Europe,2001.0,0,0,1,16,0.0,0.0,0.0,0.0,0,-0.7655378224648535,-0.5970737756569506
Italy - Navy,Île de Man,Europe,1994.4545454545453,0,0,4,33,0.0,0.0,0.0,0.0,0,-0.48504297198349383,0.3222707031032846
Izhavia,Russie,Europe,1981.2857142857144,0,0,2,7,0.0,0.0,0.0,0.0,0,-0.7125547124475132,-0.38190528429394394
JDL Airlines,Taïwan,Asia,1997.0,0,0,1,10,0.0,0.0,0.0,0.0,0,-0.7821122116143088,-0.6344154581121164
JSX,Porto Rico,North America,1995.0,0,0,1,57,0.0,0.0,0.0,0.0,0,-0.6522794966102422,-0.3419056122133182
Japan Airlines,Japon,Asia,1998.9056603773583,9,25,5,106,8.49056603773585,23.58490566037736,0.0849056603773585,0.0849056603773585,2,0.4559684140394288,0.8089041092780701
Japan Transocean Air,Japon,Asia,1997.0,0,0,1,14,0.0,0.0,0.0,0.0,0,-0.7710626188480052,-0.6095210031420059
Jazeera Airways,Koweït,Asia,2014.0,0,11,1,11,0.0,100.0,0.0,0.0,0,-0.7793498134227329,-0.6281918443695887
Jeju Air,Corée du Sud,Asia,1999.209302325581,5,5,2,43,11.627906976744184,11.627906976744184,0.1162790697674418,0.1162790697674418,0,0.29283777458635174,-0.4849917487360955
Jet Edge,Porto Rico,North America,1995.2,1,1,3,5,20.0,20.0,0.2,0.2,0,0.917992566586728,-0.685846378511055
Jet Linx Aviation,Porto Rico,North America,1994.392405063291,0,2,15,79,0.0,2.5316455696202533,0.0,0.0,2,0.49831897598575214,3.5915481007628633
Jet Logistics,Porto Rico,North America,1981.6,0,0,3,5,0.0,0.0,0.0,0.0,0,-0.6402348150891418,-0.12317149673324394
Jet2,Territoire britannique de l'océan Indien,Asia,1998.5343511450385,18,18,5,131,13.740458015267176,13.740458015267176,0.1374045801526717,0.1374045801526717,2,0.934054640340315,0.8167953354510747
JetBlue,Porto Rico,North America,2005.746987951808,86,86,4,166,51.80722891566265,51.80722891566265,0.5180722891566265,0.5180722891566265,1,3.91872812075287,-0.307519989408366
JetNetherlands,Belgique,Europe,2003.857142857143,0,1,6,7,0.0,14.285714285714285,0.0,0.0,2,-0.40117593748142044,0.702818775889077
JetRight,Porto Rico,North America,1996.4,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
JetSMART,Chili,South America,2014.578947368421,11,38,2,38,28.94736842105264,100.0,0.2894736842105263,0.2894736842105263,0,1.6284087365485194,-1.0033711134803145
JetStream,Hongrie,Europe,1980.888888888889,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
Jetfly Aviation,Luxembourg,Europe,1997.0,0,0,2,40,0.0,0.0,0.0,0.0,0,-0.6213955721255091,-0.1765260307905325
Jetica,Russie,Europe,1990.857142857143,0,0,3,7,0.0,0.0,0.0,0.0,0,-0.6347100187059901,-0.11072426924818872
Jetstar,Îles Cocos,Oceania,2011.6470588235293,23,28,3,34,67.64705882352942,82.35294117647058,0.6764705882352942,0.6764705882352942,1,4.7103496998996475,-1.8458517395072451
Jettime,Îles Féroé,Europe,1994.857142857143,0,0,2,14,0.0,0.0,0.0,0.0,0,-0.6932179251064821,-0.3383399880962506
Jiangxi Air,Taïwan,Asia,1997.0,0,0,1,13,0.0,0.0,0.0,0.0,0,-0.7738250170395811,-0.6157446168845335
Jiangxi Express Aviation,Taïwan,Asia,1991.0,0,0,1,11,0.0,0.0,0.0,0.0,0,-0.7793498134227329,-0.6281918443695887
Jin Air,Corée du Sud,Asia,1999.967741935484,5,5,4,31,16.129032258064516,16.129032258064516,0.1612903225806451,0.1612903225806451,0,0.7660672168558295,-0.14394659033161808
Jordan - Air Force,Jordanie,Asia,2001.8333333333333,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
Jordan Aviation,Jordanie,Asia,1981.6,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Journey Aviation,Porto Rico,North America,1981.8333333333333,0,0,3,6,0.0,0.0,0.0,0.0,0,-0.637472416897566,-0.11694788299071633
Juneyao Air,Taïwan,Asia,2005.4444444444443,14,36,3,63,22.22222222222222,57.14285714285714,0.2222222222222222,0.2222222222222222,0,1.2513480374398924,-0.3873962127530988
KLM,Pays-Bas,Europe,2000.3223684210527,21,21,13,152,13.815789473684212,13.815789473684212,0.1381578947368421,0.1381578947368421,2,1.6206917293559446,3.1148199884372487
KM Malta Airlines,Malte,Europe,2014.0,0,8,1,8,0.0,100.0,0.0,0.0,0,-0.7876370079974605,-0.6468626855971716
KN Helicopters,Îles Féroé,Europe,2001.2222222222224,0,0,3,9,0.0,0.0,0.0,0.0,0,-0.6291852223228382,-0.09827704176313344
Kalitta Air,Porto Rico,North America,1991.5806451612905,0,0,3,31,0.0,0.0,0.0,0.0,0,-0.5684124621081689,0.03864246057247412
Kalitta Charters,Porto Rico,North America,1988.0,0,0,3,26,0.0,0.0,0.0,0.0,0,-0.5822244530660482,0.00752439185983603
Kalitta Charters II,Porto Rico,North America,1979.142857142857,0,0,2,7,0.0,0.0,0.0,0.0,0,-0.7125547124475132,-0.38190528429394394
Kam Air,Afghanistan,Asia,1987.0,0,0,3,11,0.0,0.0,0.0,0.0,0,-0.6236604259396865,-0.08582981427807822
Kamaka Air,Porto Rico,North America,1975.888888888889,0,0,4,9,0.0,0.0,0.0,0.0,0,-0.5513405285813151,0.1729039732826218
Kansas State University Aviation,Porto Rico,North America,1963.4166666666667,0,0,3,24,0.0,0.0,0.0,0.0,0,-0.5877492494492,-0.004922835625219194
Karun Airlines,Iran,Asia,1985.1538461538464,0,0,3,13,0.0,0.0,0.0,0.0,0,-0.6181356295565348,-0.073382586793023
Kenmore Air,Porto Rico,North America,1955.421052631579,0,0,4,19,0.0,0.0,0.0,0.0,0,-0.5237165466655562,0.23514011070789798
Kenn Borek Air,Canada,North America,1957.3870967741937,0,0,3,31,0.0,0.0,0.0,0.0,0,-0.5684124621081689,0.03864246057247412
Kent State University College of Aeronautics,Porto Rico,North America,1955.090909090909,0,0,2,22,0.0,0.0,0.0,0.0,0,-0.671118739573875,-0.28855107815602965
Kenya Airways,Kenya,Africa,1999.5,0,0,3,26,0.0,0.0,0.0,0.0,0,-0.5822244530660482,0.00752439185983603
Key Lime Air,Porto Rico,North America,1975.9411764705883,0,0,4,17,0.0,0.0,0.0,0.0,0,-0.529241343048708,0.22269288322284275
Kish Air,Iran,Asia,1983.8181818181813,0,0,4,11,0.0,0.0,0.0,0.0,0,-0.5458157321981633,0.18535120076767703
KlasJet,Lituanie,Europe,1992.692307692308,0,0,4,13,0.0,0.0,0.0,0.0,0,-0.5402909358150115,0.19779842825273228
Korea Aerospace University,Corée du Sud,Asia,1957.4736842105265,0,0,2,19,0.0,0.0,0.0,0.0,0,-0.6794059341486026,-0.30722191938361254
Korea Aviation College,Corée du Sud,Asia,1955.0,0,0,1,7,0.0,0.0,0.0,0.0,0,-0.7903994061890365,-0.6530862993396992
Korea National University of Transportation,Corée du Sud,Asia,1995.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Korean Air,Corée du Sud,Asia,2005.206611570248,42,56,14,121,34.710743801652896,46.28099173553719,0.3471074380165289,0.3471074380165289,2,3.2408565777939913,2.6052156796525217
Krasavia,Russie,Europe,1973.2307692307693,0,0,3,13,0.0,0.0,0.0,0.0,0,-0.6181356295565348,-0.073382586793023
Kunming Airlines,Taïwan,Asia,1989.516129032258,2,2,3,31,6.451612903225806,6.451612903225806,0.064516129032258,0.064516129032258,0,-0.06575846801917912,-0.1428655658074647
Kuwait Airways,Koweït,Asia,2009.695652173913,4,13,4,23,17.391304347826086,56.52173913043478,0.1739130434782608,0.1739130434782608,0,0.8423133779928074,-0.22924794021574013
L.J. Aviation,Porto Rico,North America,1999.0,0,1,3,5,0.0,20.0,0.0,0.0,0,-0.6402348150891418,-0.12317149673324394
L3Harris Airline Academy,Porto Rico,North America,1979.2028985507247,0,0,4,69,0.0,0.0,0.0,0.0,0,-0.385596637086762,0.5463207978342789
LATAM Airlines,Chili,South America,2000.6962025316457,15,51,6,158,9.49367088607595,32.278481012658226,0.0949367088607595,0.0949367088607595,2,0.7556110858116661,1.3754919438377358
LATAM Cargo,Chili,South America,1986.0,0,0,1,19,0.0,0.0,0.0,0.0,0,-0.7572506278901259,-0.5784029344293679
LIFT Academy,Porto Rico,North America,1997.5375,0,0,3,80,0.0,0.0,0.0,0.0,0,-0.4330549507209505,0.34359953395632736
LOT,Pologne,Europe,2007.02,18,18,5,50,36.0,36.0,0.36,0.36,1,2.444571778031385,-0.31356163542805054
Labcorp,Porto Rico,North America,1991.0,0,0,1,13,0.0,0.0,0.0,0.0,0,-0.7738250170395811,-0.6157446168845335
Laser Airlines,Venezuela,South America,1982.2,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
LeTourneau University Aviation,Porto Rico,North America,1981.578947368421,0,0,4,19,0.0,0.0,0.0,0.0,0,-0.5237165466655562,0.23514011070789798
Legends Airways,Porto Rico,North America,1983.0,0,0,1,7,0.0,0.0,0.0,0.0,0,-0.7903994061890365,-0.6530862993396992
Level,Espagne,Europe,1987.0,0,0,1,7,0.0,0.0,0.0,0.0,0,-0.7903994061890365,-0.6530862993396992
LifeFlight Australia,Îles Cocos,Oceania,1993.8125,0,0,3,16,0.0,0.0,0.0,0.0,0,-0.6098484349818071,-0.05471174556544013
Lion Air,Timor oriental,Asia,2000.8783783783783,7,7,3,74,9.45945945945946,9.45945945945946,0.0945945945945946,0.0945945945945946,0,0.2873700974087218,0.04012783984949426
